AnonID,Cset,Mating,Phase,Q01_Q1value,Q02_Q2value,Q03_Caliber,Q04_Twist,Q05_LGnum,Q06_LGwidth,Q07_Rifling,Q08_Conclusion,Q09_Difficulty,Q10_Ammo,Q11_CircumQ1,Q12_CircumQ2,Q13_AmtRiflingQ1,Q14_AmtRiflingQ2
BETXR,QQ8513,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BETXR,QQ8609,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BETXR,QQ8732,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,CantTell,Same,Excl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BFCAE,QQ5028,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,66-100%
BFCAE,QQ5041,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFCAE,QQ5334,Nonmated,Primary (Baseline),NV,Value,Same,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BFCAE,QQ5679,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BFCAE,QQ5778,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFCAE,QQ5790,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BFCAE,QQ5840,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,Yes,No,66-100%,66-100%
BFCAE,QQ5890,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Diff,AmmoSame,No,No,66-100%,66-100%
BFCAE,QQ5973,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BFCAE,QQ6015,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BFCAE,QQ6175,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFCAE,QQ6328,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFCAE,QQ6508,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoSame,Yes,No,66-100%,66-100%
BFCAE,QQ6570,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,AmmoSame,Yes,No,66-100%,66-100%
BFCAE,QQ6770,Nonmated,Primary (Baseline),NV,Value,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BFCAE,QQ6891,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BFCAE,QQ6946,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BFCAE,QQ7010,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BFCAE,QQ7200,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFCAE,QQ7243,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Norm,AmmoPrNo,No,No,66-100%,66-100%
BFCAE,QQ7267,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoSame,Yes,No,66-100%,66-100%
BFCAE,QQ7316,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,No,No,66-100%,66-100%
BFCAE,QQ7363,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BFCAE,QQ7450,Nonmated,Primary (Baseline),Value,Value,Diff,Same,Diff,Same,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BFCAE,QQ7499,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BFCAE,QQ7792,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
BFCAE,QQ7801,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFCAE,QQ8034,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BFCAE,QQ8040,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BFCAE,QQ8141,Nonmated,Primary (Baseline),Value,NV,Same,Same,Same,Same,Same,NoValue,na,na,na,na,na,na
BFCAE,QQ8234,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoSame,No,No,66-100%,66-100%
BFCAE,QQ8331,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanExcl,Easy,AmmoSame,No,No,66-100%,66-100%
BFCAE,QQ8498,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Easy,AmmoSame,No,Yes,66-100%,66-100%
BFCAE,QQ8513,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BFCAE,QQ8609,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BFGNG,QQ5046,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BFGNG,QQ5410,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,ID,Diff,AmmoProb,No,No,66-100%,66-100%
BFGNG,QQ5442,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BFGNG,QQ5675,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFGNG,QQ6303,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,No,66-100%,33-66%
BFGNG,QQ6305,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFGNG,QQ7030,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,Yes,66-100%,66-100%
BFGNG,QQ7055,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BFGNG,QQ7622,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BFGNG,QQ7649,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BFGNG,QQ7781,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BFGNG,QQ7898,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFGNG,QQ8064,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFGNG,QQ8164,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BFGNG,QQ8546,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BFHXU,QQ5062,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,CantTell,Same,Insuff,Diff,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ5103,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,Yes,No,66-100%,66-100%
BFHXU,QQ5129,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5169,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Easy,AmmoDiff,Yes,No,66-100%,66-100%
BFHXU,QQ5235,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoProb,No,Yes,66-100%,66-100%
BFHXU,QQ5351,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,No,66-100%,66-100%
BFHXU,QQ5432,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ5473,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ5480,Mated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoProb,Yes,No,66-100%,66-100%
BFHXU,QQ5480,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5488,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5542,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5552,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5552,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5564,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ5790,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ5791,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5806,Mated,Supplemental,Value,Value,Same,Same,Same,Same,Same,LeanID,Diff,AmmoProb,Yes,No,66-100%,66-100%
BFHXU,QQ5965,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ5973,Mated,Primary (Baseline),Value,Value,CantTell,Same,Same,CantTell,Same,LeanExcl,Diff,AmmoDiff,No,No,66-100%,66-100%
BFHXU,QQ6015,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6016,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6060,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6065,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6175,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ6239,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ6239,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ6334,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,No,No,66-100%,66-100%
BFHXU,QQ6392,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,66-100%
BFHXU,QQ6415,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Easy,AmmoDiff,Yes,Yes,66-100%,33-66%
BFHXU,QQ6474,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ6490,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6508,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,Yes,No,66-100%,66-100%
BFHXU,QQ6527,Mated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoDiff,No,No,66-100%,66-100%
BFHXU,QQ6686,Mated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ6686,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ6700,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ6708,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6832,Mated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6832,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,33-66%,33-66%
BFHXU,QQ6860,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BFHXU,QQ6891,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ6926,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BFHXU,QQ7010,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ7261,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,No,Yes,66-100%,66-100%
BFHXU,QQ7343,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ7484,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ7547,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,VEasy,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ7565,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,No,No,33-66%,66-100%
BFHXU,QQ7658,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ7728,Nonmated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ7816,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoProb,Yes,No,66-100%,66-100%
BFHXU,QQ7884,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,VEasy,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ8172,Mated,Supplemental,Value,Value,Same,Same,Same,Same,Same,Insuff,VDiff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFHXU,QQ8241,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,VEasy,AmmoInc,No,No,66-100%,66-100%
BFHXU,QQ8331,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Easy,AmmoProb,No,No,66-100%,66-100%
BFHXU,QQ8356,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ8513,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,VDiff,AmmoDiff,Yes,No,66-100%,66-100%
BFHXU,QQ8609,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoProb,Yes,Yes,66-100%,66-100%
BFHXU,QQ8831,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BFMXA,QQ5103,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanID,Norm,AmmoProb,No,No,66-100%,66-100%
BFMXA,QQ5129,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFMXA,QQ5276,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoProb,No,No,66-100%,66-100%
BFMXA,QQ5435,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoProb,Yes,Yes,66-100%,66-100%
BFMXA,QQ5624,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,No,No,66-100%,66-100%
BFMXA,QQ5851,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BFMXA,QQ6415,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoInc,Yes,No,66-100%,66-100%
BFMXA,QQ6490,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoProb,Yes,Yes,66-100%,66-100%
BFMXA,QQ6700,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFMXA,QQ7225,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoDiff,Yes,No,66-100%,66-100%
BFNCX,QQ5180,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoSame,Yes,No,66-100%,66-100%
BFNCX,QQ5231,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BFNCX,QQ5273,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Diff,Same,Excl,Norm,AmmoInc,Yes,No,66-100%,33-66%
BFNCX,QQ5334,Nonmated,Primary (Baseline),NV,NV,Same,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BFNCX,QQ5432,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,No,No,33-66%,33-66%
BFNCX,QQ5477,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BFNCX,QQ5599,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BFNCX,QQ5679,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ5781,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Same,Excl,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BFNCX,QQ5790,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoInc,No,No,01-33%,01-33%
BFNCX,QQ5890,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Norm,AmmoSame,No,No,66-100%,66-100%
BFNCX,QQ5973,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoDiff,No,No,33-66%,33-66%
BFNCX,QQ6015,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoSame,Yes,Yes,66-100%,66-100%
BFNCX,QQ6042,Nonmated,Primary (Baseline),NV,Value,Same,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BFNCX,QQ6060,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,No,66-100%,66-100%
BFNCX,QQ6100,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,Insuff,Norm,AmmoInc,Yes,No,66-100%,33-66%
BFNCX,QQ6175,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,Yes,No,66-100%,66-100%
BFNCX,QQ6278,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,No,No,33-66%,33-66%
BFNCX,QQ6328,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,Yes,No,66-100%,66-100%
BFNCX,QQ6474,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Diff,Diff,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ6643,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Easy,AmmoSame,Yes,Yes,66-100%,66-100%
BFNCX,QQ6658,Mated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanExcl,Diff,AmmoProb,No,No,33-66%,33-66%
BFNCX,QQ6676,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ6863,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoDiff,Yes,No,66-100%,33-66%
BFNCX,QQ6891,Nonmated,Primary (Baseline),Value,Value,Same,Same,Diff,Diff,Same,Excl,Easy,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ6926,Nonmated,Primary (Baseline),Value,Value,Same,Same,CantTell,Same,Same,LeanID,Norm,AmmoProb,Yes,No,66-100%,33-66%
BFNCX,QQ6927,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Insuff,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ6946,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BFNCX,QQ7281,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ7281,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,Excl,Norm,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ7325,Nonmated,Primary (2nd assignments),Value,NV,CantTell,Same,CantTell,Same,Same,NoValue,na,na,na,na,na,na
BFNCX,QQ7325,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoSame,No,No,33-66%,33-66%
BFNCX,QQ7635,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Norm,AmmoInc,No,No,33-66%,33-66%
BFNCX,QQ7639,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BFNCX,QQ7658,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Diff,AmmoDiff,Yes,Yes,66-100%,66-100%
BFNCX,QQ7869,Mated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,ID,Norm,AmmoSame,Yes,Yes,66-100%,66-100%
BFNCX,QQ8055,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoSame,No,No,33-66%,33-66%
BFNCX,QQ8163,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,VEasy,AmmoDiff,Yes,No,66-100%,33-66%
BFNCX,QQ8175,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,33-66%
BFNCX,QQ8209,Nonmated,Primary (2nd assignments),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoSame,No,No,66-100%,66-100%
BFNCX,QQ8209,Nonmated,Primary (Baseline),Value,Value,Same,Same,Same,Same,Same,LeanExcl,Diff,AmmoSame,No,No,66-100%,66-100%
BFNCX,QQ8241,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Diff,Same,Excl,Easy,AmmoInc,No,No,66-100%,33-66%
BFNCX,QQ8271,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoProb,Yes,No,66-100%,66-100%
BFNCX,QQ8271,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,AmmoInc,Yes,No,66-100%,33-66%
BFNCX,QQ8289,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanID,Diff,AmmoSame,No,Yes,66-100%,66-100%
BFNCX,QQ8290,Nonmated,Primary (2nd assignments),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Norm,AmmoDiff,No,Yes,66-100%,66-100%
BFNCX,QQ8290,Nonmated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,LeanExcl,Diff,AmmoDiff,No,Yes,66-100%,66-100%
BFNCX,QQ8321,Mated,Primary (Baseline),Value,Value,CantTell,Same,CantTell,Same,Same,Insuff,Diff,AmmoDiff,No,No,66-100%,66-100%
